%time,field.x,field.y,field.z
1544489576882653951,0.161891579628,1.97599821077,0.51028067864
1544489576883111953,0.161891579628,1.97599821077,0.51028067864
1544489576890077114,0.161901444197,1.97597174634,0.510362396617
1544489576890316009,0.161901444197,1.97597174634,0.510362396617
1544489576898111104,0.161897927523,1.97594671235,0.510257194427
1544489576898359060,0.161897927523,1.97594671235,0.510257194427
1544489576908034086,0.161887019873,1.97590045917,0.510327051086
1544489576908250093,0.161887019873,1.97590045917,0.510327051086
1544489576914972066,0.161897152662,1.97597115025,0.510231266399
1544489576915229082,0.161897152662,1.97597115025,0.510231266399
1544489576922836065,0.161888882518,1.9759283541,0.510196934137
1544489576922903060,0.161888882518,1.9759283541,0.510196934137
1544489576932503938,0.161906883121,1.97599284637,0.510341356171
1544489576932737112,0.161906883121,1.97599284637,0.510341356171
1544489576940627098,0.16188172996,1.97597556099,0.510222206491
1544489576940710067,0.16188172996,1.97597556099,0.510222206491
1544489576948090076,0.161929100752,1.97596137512,0.510331581019
1544489576948348045,0.161929100752,1.97596137512,0.510331581019
1544489576957786083,0.16189096868,1.97597579939,0.510169694799
1544489576957864999,0.16189096868,1.97597579939,0.510169694799
1544489576965281009,0.161886140704,1.97600095255,0.510177860627
1544489576965363025,0.161886140704,1.97600095255,0.510177860627
1544489576972650051,0.161911904812,1.97591178405,0.510336528221
1544489576972863912,0.161911904812,1.97591178405,0.510336528221
1544489576982777118,0.161913231015,1.97599904528,0.510415563951
1544489576982985019,0.161913231015,1.97599904528,0.510415563951
1544489576990422964,0.161903068423,1.97594432816,0.510232637314
1544489576990717887,0.161903068423,1.97594432816,0.510232637314
1544489576998075008,0.161873474717,1.97597675307,0.510199914354
1544489576998334884,0.161873474717,1.97597675307,0.510199914354
1544489577007884979,0.161889836192,1.97596876606,0.510242233654
1544489577008142948,0.161889836192,1.97596876606,0.510242233654
1544489577014893054,0.161913618445,1.97597520338,0.510276506323
1544489577015129089,0.161913618445,1.97597520338,0.510276506323
1544489577023015022,0.161892771721,1.97597496492,0.510169754404
1544489577023113012,0.161892771721,1.97597496492,0.510169754404
1544489577032387018,0.16189353168,1.97595517623,0.510323534394
1544489577032583951,0.16189353168,1.97595517623,0.510323534394
1544489577040467977,0.161890000105,1.97595410331,0.510206470872
1544489577040663957,0.161890000105,1.97595410331,0.510206470872
1544489577047755956,0.161892145872,1.97595231519,0.510253379728
1544489577047971010,0.161892145872,1.97595231519,0.510253379728
1544489577057121992,0.161895424128,1.97594158638,0.510341833025
1544489577057343006,0.161895424128,1.97594158638,0.510341833025
1544489577064791917,0.161908268929,1.97591154564,0.510337064663
1544489577065078020,0.161908268929,1.97591154564,0.510337064663
1544489577072853088,0.161884456873,1.97596137511,0.51030964651
1544489577072921037,0.161884456873,1.97596137511,0.51030964651
1544489577082895994,0.161891043186,1.97595708355,0.510244677448
1544489577083184003,0.161891043186,1.97595708355,0.510244677448
1544489577090257883,0.161880120635,1.9759701966,0.510302791973
1544489577090500116,0.161880120635,1.9759701966,0.510302791973
1544489577097800970,0.161884576082,1.97599284632,0.510164449585
1544489577097881078,0.161884576082,1.97599284632,0.510164449585
1544489577107398033,0.161893546581,1.97595827565,0.510262141609
1544489577107465982,0.161893546581,1.97595827565,0.510262141609
1544489577114938974,0.161881878972,1.97593491066,0.510339448841
1544489577115217924,0.161881878972,1.97593491066,0.510339448841
1544489577122469902,0.161883696914,1.97594706998,0.510272453216
1544489577122725009,0.161883696914,1.97594706998,0.510272453216
1544489577132355928,0.161908626556,1.9758817433,0.510303447653
1544489577132567882,0.161908626556,1.9758817433,0.510303447653
1544489577140547037,0.161909013987,1.97592930781,0.51029706994
1544489577140830039,0.161909013987,1.97592930781,0.51029706994
1544489577147809982,0.161961987615,1.97590272421,0.510520170134
1544489577148089885,0.161961987615,1.97590272421,0.510520170134
1544489577157109022,0.16190880537,1.97595827566,0.510291645908
1544489577157366037,0.16190880537,1.97595827566,0.510291645908
